"SE w", "SE h", "Threads", "Loops", "Benchs", "Avarage [S]", "Variance", 
3, 3, 1, 3, 50, 2.78874, 0.00183809, 
3, 3, 2, 3, 50, 1.61319, 0.000285267, 
3, 3, 4, 3, 50, 1.43464, 0.000482381, 
3, 3, 8, 3, 50, 1.44515, 0.00163784, 
3, 3, 16, 3, 50, 1.4019, 9.59384e-05, 
3, 3, 32, 3, 50, 1.40175, 1.69314e-05, 
