"SE w", "SE h", "Threads", "Run 1", "Run 2", "Run 3", "Loop x100", 
7, 7, 4, 0.141199, 0.13838, 0.138834, 13.9265, 
7, 7, 8, 0.144057, 0.138149, 0.138234, 14.0348, 
7, 7, 16, 0.139635, 0.140302, 0.139011, 13.9884, 
7, 7, 32, 0.141374, 0.140061, 0.138855, 13.9794, 
