"SE w", "SE h", "Threads", "Run 1", "Run 2", "Run 3", "Loop x100", 
7, 7, 4, 0.149351, 0.137578, 0.14149, 14.1244, 
7, 7, 8, 0.146969, 0.14084, 0.141866, 14.1609, 
7, 7, 16, 0.164774, 0.1405, 0.140334, 14.1178, 
7, 7, 32, 0.151793, 0.139127, 0.139967, 14.0945, 
