"SE w", "SE h", "Threads", "Run 1", "Run 2", "Run 3", "Loop x100", 
7, 7, 4, 0.144455, 0.131222, 0.135024, 13.3271, 
7, 7, 8, 0.141485, 0.13195, 0.133941, 13.3162, 
7, 7, 16, 0.15285, 0.138031, 0.133611, 13.3349, 
7, 7, 32, 0.141403, 0.136736, 0.133428, 13.4107, 
