"SE w", "SE h", "Threads", "Run 1", "Run 2", "Run 3", "Loop x100", 
7, 7, 4, 0.149602, 0.138626, 0.142853, 14.1394, 
7, 7, 8, 0.147777, 0.138313, 0.140365, 14.1226, 
7, 7, 16, 0.181555, 0.140834, 0.138609, 14.134, 
7, 7, 32, 0.146548, 0.13876, 0.140952, 14.1196, 
