"SE w", "SE h", "Threads", "Loops", "Benchs", "Avarage [S]", "Variance", 
3, 3, 1, 3, 50, 0.258095, 1.77459e-08, 
3, 3, 2, 3, 50, 0.151221, 1.21011e-08, 
3, 3, 4, 3, 50, 0.122782, 9.67381e-09, 
3, 3, 8, 3, 50, 0.124686, 3.9466e-06, 
3, 3, 16, 3, 50, 0.124646, 4.01488e-06, 
3, 3, 32, 3, 50, 0.121398, 4.22881e-07, 
