"SE w", "SE h", "Threads", "Loops", "Benchs", "Avarage [S]", "Variance", 
3, 3, 1, 3, 50, 0.258604, 7.78792e-08, 
3, 3, 2, 3, 50, 0.191687, 0.000398633, 
3, 3, 4, 3, 50, 0.122783, 2.8405e-09, 
3, 3, 8, 3, 50, 0.125334, 5.7565e-06, 
3, 3, 16, 3, 50, 0.12383, 2.74282e-06, 
3, 3, 32, 3, 50, 0.121231, 2.82347e-07, 
